"V1","V2","V3","V4","V5"
-0.129275386226125,-0.129275386226125,-0.129275386226125,-0.129275386226125,-0.129275386226125
-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232
-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.122544454654107
-0.120894219927944,-0.120894219927944,0.0145873284579072,-0.120894219927944,-0.120894219927944
-0.119868554163352,-0.119868554163352,-0.15579304814667,-0.119868554163352,-0.119868554163352
-0.11919303861826,-0.11919303861826,-0.140517945785374,-0.11919303861826,-0.11919303861826
-0.118774213301081,-0.118774213301081,-0.133113640839315,-0.118774213301081,-0.118774213301081
-0.118499794003911,-0.118499794003911,-0.127476704964449,-0.118499794003911,-0.118499794003911
-0.11834710841822,-0.11834710841822,-0.124282554599268,-0.11834710841822,-0.11834710841822
-0.118303230955184,-0.118303230955184,-0.121991593595996,-0.118303230955184,-0.118303230955184
-0.118337291397932,-0.118337291397932,-0.120752495337653,-0.118337291397932,-0.118337291397932
-0.118450072496865,-0.118450072496865,-0.119787915900475,-0.118450072496865,-0.118450072496865
-0.118619649118941,-0.118619649118941,-0.118992885237997,-0.118619649118941,-0.118619649118941
-0.118851595052492,-0.118851595052492,-0.118530963905367,-0.118851595052492,-0.118851595052492
-0.119124813627913,-0.119124813627913,-0.118104333209621,-0.119124813627913,-0.119124813627913
-0.119444744813059,-0.119444744813059,-0.117917714871395,-0.119444744813059,-0.119444744813059
-0.119785587157259,-0.119785587157259,-0.117587791146012,-0.119785587157259,-0.119785587157259
-0.120148955354989,-0.120148955354989,-0.117734627837847,-0.0455627346631692,-0.120148955354989
-0.120536620082995,-0.120536620082995,-0.11769581013612,-0.140720577968249,-0.120536620082995
-0.120950527115404,-0.120950527115404,-0.117917464856326,-0.13273663975067,-0.120950527115404
-0.121392819338034,-0.121392819338034,-0.118154970283517,-0.129107983881845,-0.121392819338034
-0.121865862189468,-0.121865862189468,0.0230374053387774,-0.126747425039148,-0.121865862189468
-0.122372273169054,-0.122372273169054,-0.156223826028027,-0.125556339546521,-0.122372273169054
-0.122914956192426,-0.122914956192426,-0.141207492812454,-0.124850959842222,-0.122788732821298
-0.123497141751164,-0.123497141751164,-0.134196357945792,-0.12472231927493,-0.123531961914534
-0.124122434055188,-0.124122434055188,0.14042099165638,-0.124742850268099,-0.12414243358883
-0.124794866618138,-0.124794866618138,-0.192964899148433,-0.124866930433781,-0.12480802596476
-0.125518968105714,0.025175062285007,-0.165034341877498,-0.125187660868973,-0.125527026596113
-0.126299840729477,-0.165360357360263,-0.151240420627221,-0.125553219499344,-0.126305042292423
-0.127143254067792,-0.150271858642497,-0.140223591999885,-0.126082076824997,0.172303501311016
-0.128055757977685,-0.143560170650587,-0.133707533469236,-0.126642856325831,-0.201201135810662
-0.129044819290666,-0.138616733729025,-0.128949265742675,-0.127377005862915,-0.17355637621057
-0.130118988352075,-0.136297350619586,-0.126041699547077,-0.128157857838413,-0.160487524234555
-0.131288103294518,-0.13490900881865,-0.123972269009205,-0.129155167940999,-0.150207004878824
-0.132563542413958,-0.134702987438621,-0.121947557303605,-0.130238744992229,-0.1448009083781
-0.133958538406383,-0.134798160637848,-0.120703972754098,-0.131418358834246,-0.141059225464143
-0.135488572911998,-0.135109112027525,-0.119435548207601,-0.132705837119444,-0.139573021135299
-0.137171876381207,-0.135850027820371,-0.118839853718854,-0.134114402685609,-0.138570935099526
-0.139030067597098,-0.136700110708316,-0.118175379387927,-0.135659803385599,-0.137877736519515
-0.141088980608365,-0.137932830050977,-0.117940379705898,-0.137360596494981,-0.137933023458252
-0.143379746450392,-0.139264710653813,0.153810469412335,-0.139238805596972,-0.13806175022901
0.0190994954046947,-0.141031516366204,-0.186738416922704,-0.141320770971082,-0.138816108985266
