"V1","V2","V3","V4","V5"
-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232
-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.122544454654107
-0.120894219927944,0.0454406459073938,-0.120894219927944,-0.120894219927944,-0.120894219927944
-0.119868554163352,-0.163555809761791,-0.119868554163352,-0.119868554163352,-0.119868554163352
-0.11919303861826,-0.149171118070089,-0.11919303861826,-0.11919303861826,-0.11919303861826
-0.118774213301081,-0.137795448125274,-0.118774213301081,-0.118774213301081,-0.118774213301081
-0.118499794003911,-0.131191189698835,-0.118499794003911,-0.118499794003911,-0.118499794003911
-0.11834710841822,-0.126284015578352,-0.11834710841822,-0.11834710841822,-0.11834710841822
-0.118303230955184,-0.123524885246078,-0.118303230955184,-0.118303230955184,-0.118303230955184
-0.118337291397932,-0.121244154219504,-0.118337291397932,-0.118337291397932,-0.118337291397932
-0.118450072496865,-0.119273812648258,-0.118450072496865,-0.118450072496865,-0.118450072496865
-0.118619649118941,-0.117945250228124,-0.118619649118941,-0.118619649118941,-0.118619649118941
-0.118851595052492,-0.116666971553994,-0.118851595052492,-0.118851595052492,-0.118851595052492
-0.119124813627913,-0.115854439539926,-0.119124813627913,-0.119124813627913,-0.119124813627913
-0.119444744813059,-0.114992121059013,-0.119444744813059,-0.119444744813059,-0.119444744813059
-0.119785587157259,-0.114561837245157,-0.119785587157259,-0.119785587157259,0.0532982036574232
-0.120148955354989,-0.114063602418414,-0.120062578214188,-0.120148955354989,-0.166158428721106
-0.120536620082995,-0.114082526772725,-0.120555655999834,-0.0680913823530048,-0.152026006020847
-0.120950527115404,-0.114102472788456,-0.120963059372954,-0.133119724881563,-0.140837130225835
-0.121392819338034,-0.114123496460873,-0.121400529467815,-0.129485453424521,-0.134559782736769
-0.121865862189468,-0.114145656946758,-0.12187087937169,-0.126788826308185,-0.129966226659046
-0.122372273169054,-0.114169016753088,-0.122375321015478,-0.125660833533641,-0.127561677359807
-0.122914956192426,-0.114193641938075,-0.122916889371782,-0.124914602048286,-0.125602328802757
-0.123497141751164,-0.11421960232552,-0.123498128983424,-0.124762674410069,-0.12382754793773
-0.124122434055188,-0.114246971733468,-0.124122566056535,-0.124763236853705,-0.122883305331577
-0.124794866618138,-0.114275828218268,0.0457326115347939,-0.124869148199951,-0.121844111310151
-0.125518968105714,-0.11430625433526,-0.169689819886211,-0.125176489068945,-0.121294949106031
-0.126299840729477,-0.114338337417369,-0.156455230087152,-0.125528263651039,-0.120672006993672
-0.127143254067792,-0.114372169873062,-0.146029893657664,-0.126046718680122,-0.120536030273286
-0.128055757977685,-0.11440784950523,-0.140393983513621,-0.126595880175963,0.0421684703466449
-0.129044819290666,-0.114445479852708,-0.136393225298157,-0.127321677731369,-0.162687982500564
-0.130118988352075,-0.114485170556318,-0.134567970669938,-0.128092939179673,-0.149774417986138
-0.131288103294518,-0.114527037751513,-0.133109047289315,-0.129084737863797,-0.139633761327391
-0.132563542413958,-0.114571204489892,-0.132118631130727,-0.130162169904669,-0.134002825980996
-0.133958538406383,-0.114617801192081,-0.131701663464565,-0.131334914619565,-0.129920276856396
-0.135488572911998,-0.114666966134764,-0.131322443115159,-0.132614675918357,-0.127836205860175
-0.137171876381207,-0.114718845974894,-0.131488684275167,-0.134014542778501,-0.126163508215596
-0.139030067597098,-0.114773596314463,-0.131618992694952,-0.135550092141459,-0.124737743643423
-0.141088980608365,-0.114831382309567,-0.132321150893849,-0.13723967142367,-0.123909365377947
-0.143379746450392,-0.114892379327886,-0.133023816848249,-0.139105044234807,-0.123095392178069
-0.145940226221726,-0.114956773659191,0.0379331208575637,-0.141172225677092,-0.122732827298028
-0.148816936317526,-0.11502476328397,-0.17864830921663,-0.143472575518291,-0.122307835949632
